JerrySeinfeld2_Audio.json,0,and,0.04,0.17,0.13,0
JerrySeinfeld2_Audio.json,0,it's,0.17,0.3,0.13,0
JerrySeinfeld2_Audio.json,0,exciting,0.3,0.77,0.47,0
JerrySeinfeld2_Audio.json,0,to,0.77,0.83,0.06,0
JerrySeinfeld2_Audio.json,0,be,0.83,0.95,0.12,0
JerrySeinfeld2_Audio.json,0,out,0.95,1.19,0.24,0
JerrySeinfeld2_Audio.json,0,always,1.19,1.49,0.3,1
JerrySeinfeld2_Audio.json,0,exciting,1.49,1.98,0.49,0
JerrySeinfeld2_Audio.json,0,to,1.98,2.05,0.07,0
JerrySeinfeld2_Audio.json,0,be,2.05,2.16,0.11,0
JerrySeinfeld2_Audio.json,0,out,2.16,2.35,0.19,0
JerrySeinfeld2_Audio.json,0,in,2.35,2.41,0.06,0
JerrySeinfeld2_Audio.json,0,the,2.41,2.47,0.06,0
JerrySeinfeld2_Audio.json,0,world,2.47,2.83,0.36,0
JerrySeinfeld2_Audio.json,0,isn't,2.83,3.07,0.24,0
JerrySeinfeld2_Audio.json,0,it,3.07,3.17,0.1,0
JerrySeinfeld2_Audio.json,0,not,3.2,3.43,0.23,0
JerrySeinfeld2_Audio.json,0,home,3.43,3.72,0.29,0
JerrySeinfeld2_Audio.json,0,just,3.72,3.93,0.21,0
JerrySeinfeld2_Audio.json,0,out,3.93,4.16,0.23,0
JerrySeinfeld2_Audio.json,0,there,4.16,4.41,0.25,1
JerrySeinfeld2_Audio.json,0,floating,4.41,4.84,0.43,0
JerrySeinfeld2_Audio.json,0,around,4.84,5.2,0.36,0
JerrySeinfeld2_Audio.json,1,but,6.18,6.3,0.12,0
JerrySeinfeld2_Audio.json,1,I,6.3,6.35,0.05,0
JerrySeinfeld2_Audio.json,1,know,6.35,6.5,0.15,0
JerrySeinfeld2_Audio.json,1,you,6.5,6.64,0.14,0
JerrySeinfeld2_Audio.json,1,got,6.64,6.82,0.18,0
JerrySeinfeld2_Audio.json,1,your,6.82,6.94,0.12,0
JerrySeinfeld2_Audio.json,1,phone,6.94,7.29,0.35,0
JerrySeinfeld2_Audio.json,1,everybody,7.46,7.88,0.42,0
JerrySeinfeld2_Audio.json,1,here's,7.88,8.15,0.27,0
JerrySeinfeld2_Audio.json,1,got,8.15,8.38,0.23,1
JerrySeinfeld2_Audio.json,1,their,8.38,8.5,0.12,0
JerrySeinfeld2_Audio.json,1,phones,8.5,8.9,0.4,0
JerrySeinfeld2_Audio.json,1,that,8.9,9.06,0.16,0
JerrySeinfeld2_Audio.json,1,one,9.06,9.24,0.18,0
