MaryMack_Audio.json,0,I ,0.65,1.07
MaryMack_Audio.json,1,I need to be here because I want to do greasing clarinet so that's why I do comedy clarinet never came in handy for anything in US media like you're driving and then you hit a deer and I you don't have a crowbar in your trunk to put it out ,2.08,21.38
MaryMack_Audio.json,2,yeah last time I hit a deer %HESITATION I had my clarinet with me and ,24.76,29.46
MaryMack_Audio.json,3,I only got through like two songs in England out ,30.2,33.4
MaryMack_Audio.json,5,that's how good I ,38.11,39.31
MaryMack_Audio.json,6,well and not doing Shawnna sick people other places appreciate me for what's on the inside ,42.11,48.97
MaryMack_Audio.json,7,no ,59.51,59.73
MaryMack_Audio.json,8,joining with ,60.75,61.3
MaryMack_Audio.json,9,I don't wear line to make a ,62.43,63.66
MaryMack_Audio.json,10,to look ,63.92,64.23
MaryMack_Audio.json,11,Clinton and then there's always some yoga who'd done here who they're giving me bad then advise like all Mary you got on there now ,67.95,77.44
MaryMack_Audio.json,12,during the now ,90.41,91.31
MaryMack_Audio.json,13,right sometimes several days go by before I realize it's now ,93.34,97.7
MaryMack_Audio.json,15,where's ,106.51,107.07
MaryMack_Audio.json,16,ties break ever on the show ,107.44,109.18
MaryMack_Audio.json,17,how do you go wider over there ,119.58,121.08
MaryMack_Audio.json,21,all on from ,139.93,140.63
MaryMack_Audio.json,22,big area ,140.78,141.92
MaryMack_Audio.json,23,WNED ,147.35,148.41
MaryMack_Audio.json,24,nonna I mean ,149.54,150.84
MaryMack_Audio.json,25,just just ,151.79,152.23
MaryMack_Audio.json,26,claim to very vague geographical features for yourself ,152.47,156.45
MaryMack_Audio.json,27,twenty ,163.55,163.96
MaryMack_Audio.json,28,I don't think in Land ended ,165.91,167.8
MaryMack_Audio.json,30,they will say upon from the woods ,177.9,179.88
MaryMack_Audio.json,31,I'm rarely snooty about ,182.3,183.89
MaryMack_Audio.json,33,my mom still lives in the woods ,186.47,188.2
MaryMack_Audio.json,34,she took heart attacks that their private charity ,188.48,191.82
MaryMack_Audio.json,35,and so ,192.26,192.96
MaryMack_Audio.json,36,she carried on with aspirin hot brandy ,194.38,197.25
MaryMack_Audio.json,39,natural maybe like I would come ,202.63,204.7
MaryMack_Audio.json,40,alcoholic I'd call it al-assad's ,205.15,209.29
MaryMack_Audio.json,42,people don't believe in western medicine ,216.37,218.64
MaryMack_Audio.json,43,some people don't even like anti depressants but for a while my mom was taken on and I felt great ,219.34,226.44
MaryMack_Audio.json,45,and I did owners pregnant ,237.18,239.11
MaryMack_Audio.json,46,yeah up what within range ,239.71,244.16
MaryMack_Audio.json,47,and still I ,248.39,249.1
MaryMack_Audio.json,48,leann here and the lady who I pay to listen to me taxes %HESITATION actually the lady who in the government pays the Wrenn ,250.12,260.26
MaryMack_Audio.json,49,somebody got a grant for being on state law ,261.21,264.31
MaryMack_Audio.json,50,beware remember that ,271.87,273.53
MaryMack_Audio.json,51,one time I knew this gal who is born with your thumb and index finger stacked together just like that yeah I like everything's okay ,274.42,283.6
MaryMack_Audio.json,52,yeah ,288.84,289.02
MaryMack_Audio.json,53,I was frozen nonna ,290.19,296.67
MaryMack_Audio.json,54,Nnamdi ,297.31,298.65
MaryMack_Audio.json,55,and then my plan my head then ,304.52,306.11
MaryMack_Audio.json,56,I will let me review and some hub parting advice if I could %HESITATION ,308.84,313.52
MaryMack_Audio.json,57,don't let people lack kind you okay I didn't get a new model ,314.36,318.77
MaryMack_Audio.json,59,Kim ,329.77,330.11
