MatthewBroussard_Audio.json,0,I guess that's going to address this up top %HESITATION I look like a douche bag ,0.15,3.54
MatthewBroussard_Audio.json,1,it's not a joke I just wanna make sure you know that I know like I did it I've seen mirrors I understand that ,5.26,11.34
MatthewBroussard_Audio.json,2,for even started talking most of you already didn't like me and that's okay because eighties movies have taught you not trust someone with my hair and bone structure right yeah yeah ,11.8,21.25
MatthewBroussard_Audio.json,3,I I'm excited I recently joined a support group for people to peek in high school ,22.81,26.44
MatthewBroussard_Audio.json,4,it's called crossfit ,28.72,29.9
MatthewBroussard_Audio.json,5,what means everything that's not a joke actually do it %HESITATION the crazy part about it is like I don't think the workouts are good for you like they sound like they were written by an undercover chiropractor trying to drum up business writers twice your body when you gonna pick it up set it down then scream like a wounded Spartan ,36.48,53.41
MatthewBroussard_Audio.json,6,okay %HESITATION without form no time for form just data and try to live with your back okay that that sounds kind of papal don't be a **** ,54.4,64.31
MatthewBroussard_Audio.json,7,partly it's leaving your kneecap ,65.47,66.78
MatthewBroussard_Audio.json,8,you got ,66.92,67.27
MatthewBroussard_Audio.json,9,I think yeah I think scientists deserve more credit I think they have a really cool job %HESITATION here's why Ellen this recently %HESITATION the G. spot %HESITATION the G. in G. spot if you don't know stands for Graf Enberg after doctor graphing Berg the anatomist who discovered it and the name it after himself ,69.5,87.67
MatthewBroussard_Audio.json,10,right ,90.3,90.62
MatthewBroussard_Audio.json,11,NCLEX ,91.89,93.03
MatthewBroussard_Audio.json,12,what it's jammed like we did notice in the difference between found the G. spot and founded the G. spot Unna that's a real guy tried to look him up but hard to find ,94.12,103.26
MatthewBroussard_Audio.json,13,%HESITATION ,106.59,106.91
MatthewBroussard_Audio.json,14,my mom wrote that line don't go after that of not that's not you actually I didn't look him up because ,109.55,114.4
MatthewBroussard_Audio.json,15,don't Google your heroes no I mean like I don't know I don't know his first name or where he's from and I really don't know what he looks like because in my mind I already have this picture of this guy who's just ,114.58,124.84
MatthewBroussard_Audio.json,16,barely a doctor going like sleeveless lab coats ,125.11,128.07
MatthewBroussard_Audio.json,17,Truman's he's he's just standing there looking real smog with stirrups and a laser pointer just like ,128.91,134.26
MatthewBroussard_Audio.json,18,yeah that was that Nozomi yeah was even looking for it just kinda stumbled across it while I was studying abroad annnnd shot ,135.68,147.41
