CarmenLynch1_Audio.json,0,I tell my boyfriend I want to die in his arms because I think that would be romantic ,1.27,5.46
CarmenLynch1_Audio.json,2,but we're not together anymore ,8.18,9.55
CarmenLynch1_Audio.json,3,so now it's just gonna be awkward ,11.81,13.45
CarmenLynch1_Audio.json,6,yeah when I call in and I'm like remember that thing we talk to ,25.4,28.34
CarmenLynch1_Audio.json,7,it's how ,30.56,30.96
CarmenLynch1_Audio.json,8,opening ,31.03,31.55
CarmenLynch1_Audio.json,9,can I come over ,34.4,35.68
CarmenLynch1_Audio.json,11,I don't think money makes you happy ,47.43,49.18
CarmenLynch1_Audio.json,12,how many many looks out ,53.0,53.97
CarmenLynch1_Audio.json,13,in a Mercedes one so it wasn't that ,56.63,58.44
CarmenLynch1_Audio.json,15,I was like I could do this all the time ,66.88,68.49
CarmenLynch1_Audio.json,16,could be rescinded for ,70.93,71.9
CarmenLynch1_Audio.json,17,you're all ,74.57,75.18
CarmenLynch1_Audio.json,18,so I think we're now ,78.39,79.23
CarmenLynch1_Audio.json,19,which is not a ,80.1,80.81
CarmenLynch1_Audio.json,20,but all ,81.24,81.97
CarmenLynch1_Audio.json,21,so I'm dating someone and he comes over three ,83.17,85.47
CarmenLynch1_Audio.json,22,and I'm wearing my mouth ,86.24,87.05
CarmenLynch1_Audio.json,23,I'm with the reason why that's ,87.88,88.95
CarmenLynch1_Audio.json,24,so he doesn't run out the door ,91.73,93.38
CarmenLynch1_Audio.json,25,say something like logger ,94.8,96.29
CarmenLynch1_Audio.json,26,and the air ,97.15,97.77
CarmenLynch1_Audio.json,27,so active in the bedroom I ,104.27,105.99
CarmenLynch1_Audio.json,28,I still wear amount ,106.4,107.44
CarmenLynch1_Audio.json,30,I like those really masculine guys to the guys who aren't afraid of anything like that a mouse ,118.33,122.46
CarmenLynch1_Audio.json,31,my living room floor once ,123.02,124.41
CarmenLynch1_Audio.json,32,others amount ,125.45,126.2
CarmenLynch1_Audio.json,33,and I was like this is probably not gonna work out ,133.37,135.49
CarmenLynch1_Audio.json,34,I feel like my eyes are scary because they're so fat ,140.75,142.95
CarmenLynch1_Audio.json,35,you know they run across the room and scare the hell out of here ,143.37,145.79
CarmenLynch1_Audio.json,36,I feel like if they were slow ,146.86,148.47
CarmenLynch1_Audio.json,39,they were so well they would be scary you now you just rely ,160.97,164.07
CarmenLynch1_Audio.json,40,only god he's coming ,171.23,172.55
CarmenLynch1_Audio.json,41,one time I saw ,176.51,177.19
CarmenLynch1_Audio.json,42,in Iran so fastening scream so loud that my neighbor came over the next morning and she was like I thought somebody was getting murdered out here ,177.69,183.76
CarmenLynch1_Audio.json,43,and as I can you waited until ,185.77,187.17
