CarmenLynch1_Audio.json,0,I,1.27,1.4,0.13,1
CarmenLynch1_Audio.json,0,tell,1.4,1.58,0.18,0
CarmenLynch1_Audio.json,0,my,1.58,1.73,0.15,0
CarmenLynch1_Audio.json,0,boyfriend,1.73,2.21,0.48,0
CarmenLynch1_Audio.json,0,I,2.21,2.24,0.03,0
CarmenLynch1_Audio.json,0,want,2.24,2.42,0.18,0
CarmenLynch1_Audio.json,0,to,2.42,2.48,0.06,0
CarmenLynch1_Audio.json,0,die,2.48,2.81,0.33,0
CarmenLynch1_Audio.json,0,in,2.81,2.91,0.1,0
CarmenLynch1_Audio.json,0,his,2.91,3.06,0.15,0
CarmenLynch1_Audio.json,0,arms,3.06,3.62,0.56,0
CarmenLynch1_Audio.json,0,because,3.62,3.79,0.17,0
CarmenLynch1_Audio.json,0,I,3.79,3.91,0.12,1
CarmenLynch1_Audio.json,0,think,3.91,4.12,0.21,0
CarmenLynch1_Audio.json,0,that,4.12,4.25,0.13,0
CarmenLynch1_Audio.json,0,would,4.25,4.36,0.11,0
CarmenLynch1_Audio.json,0,be,4.36,4.47,0.11,0
CarmenLynch1_Audio.json,0,romantic,4.47,5.46,0.99,0
CarmenLynch1_Audio.json,2,but,8.18,8.3,0.12,0
CarmenLynch1_Audio.json,2,we're,8.3,8.41,0.11,0
CarmenLynch1_Audio.json,2,not,8.41,8.62,0.21,0
CarmenLynch1_Audio.json,2,together,8.62,9.13,0.51,0
CarmenLynch1_Audio.json,2,anymore,9.13,9.55,0.42,0
CarmenLynch1_Audio.json,3,so,11.81,11.97,0.16,0
CarmenLynch1_Audio.json,3,now,11.97,12.16,0.19,0
CarmenLynch1_Audio.json,3,it's,12.16,12.27,0.11,0
CarmenLynch1_Audio.json,3,just,12.27,12.44,0.17,0
CarmenLynch1_Audio.json,3,gonna,12.44,12.58,0.14,0
CarmenLynch1_Audio.json,3,be,12.58,12.72,0.14,0
CarmenLynch1_Audio.json,3,awkward,12.72,13.45,0.73,0
CarmenLynch1_Audio.json,6,yeah,25.4,25.63,0.23,0
CarmenLynch1_Audio.json,6,when,25.63,25.82,0.19,0
CarmenLynch1_Audio.json,6,I,25.82,25.92,0.1,0
CarmenLynch1_Audio.json,6,call,25.92,26.38,0.46,0
CarmenLynch1_Audio.json,6,in,26.38,26.54,0.16,1
CarmenLynch1_Audio.json,6,and,26.54,26.63,0.09,0
CarmenLynch1_Audio.json,6,I'm,26.63,26.71,0.08,0
CarmenLynch1_Audio.json,6,like,26.71,26.89,0.18,0
CarmenLynch1_Audio.json,6,remember,26.89,27.23,0.34,0
CarmenLynch1_Audio.json,6,that,27.23,27.46,0.23,1
CarmenLynch1_Audio.json,6,thing,27.46,27.75,0.29,0
CarmenLynch1_Audio.json,6,we,27.75,27.89,0.14,0
CarmenLynch1_Audio.json,6,talk,27.89,28.22,0.33,0
CarmenLynch1_Audio.json,6,to,28.22,28.34,0.12,1
CarmenLynch1_Audio.json,7,it's,30.56,30.76,0.2,1
CarmenLynch1_Audio.json,7,how,30.76,30.96,0.2,1
CarmenLynch1_Audio.json,8,opening,31.03,31.55,0.52,0
CarmenLynch1_Audio.json,9,can,34.4,34.58,0.18,1
CarmenLynch1_Audio.json,9,I,34.58,34.74,0.16,1
CarmenLynch1_Audio.json,9,come,34.74,34.98,0.24,0
CarmenLynch1_Audio.json,9,over,34.98,35.68,0.7,1
CarmenLynch1_Audio.json,11,I,47.43,47.61,0.18,1
CarmenLynch1_Audio.json,11,don't,47.7,47.9,0.2,0
CarmenLynch1_Audio.json,11,think,47.9,48.12,0.22,0
CarmenLynch1_Audio.json,11,money,48.12,48.43,0.31,0
CarmenLynch1_Audio.json,11,makes,48.43,48.73,0.3,0
CarmenLynch1_Audio.json,11,you,48.73,48.87,0.14,0
CarmenLynch1_Audio.json,11,happy,48.87,49.18,0.31,0
CarmenLynch1_Audio.json,12,how,53.0,53.11,0.11,0
CarmenLynch1_Audio.json,12,many,53.11,53.3,0.19,0
CarmenLynch1_Audio.json,12,many,53.3,53.47,0.17,0
CarmenLynch1_Audio.json,12,looks,53.47,53.78,0.31,0
CarmenLynch1_Audio.json,12,out,53.78,53.97,0.19,0
CarmenLynch1_Audio.json,13,in,56.63,56.75,0.12,0
CarmenLynch1_Audio.json,13,a,56.75,56.8,0.05,0
CarmenLynch1_Audio.json,13,Mercedes,56.8,57.48,0.68,0
CarmenLynch1_Audio.json,13,one,57.48,57.77,0.29,1
CarmenLynch1_Audio.json,13,so,57.77,57.91,0.14,0
CarmenLynch1_Audio.json,13,it,57.91,58.02,0.11,0
CarmenLynch1_Audio.json,13,wasn't,58.02,58.33,0.31,0
CarmenLynch1_Audio.json,13,that,58.33,58.44,0.11,0
