NateBargatze1_Audio.json,0,thank you thank you guys those unbelievable felt ,0.32,3.71
NateBargatze1_Audio.json,1,yeah alright %HESITATION ,4.61,6.68
NateBargatze1_Audio.json,2,the ,7.88,8.0
NateBargatze1_Audio.json,3,I yeah I travel a lot and %HESITATION you know it's not easy when you travel a lot we fly we fly bunch you just think you're going to die a bunch ,9.22,17.92
NateBargatze1_Audio.json,4,%HESITATION ,18.81,19.39
NateBargatze1_Audio.json,5,I fly all the time I was going to security %HESITATION recently and ,19.87,23.42
NateBargatze1_Audio.json,6,is lay in front of me till the TSA agent use nervous about standing in like extreme itching and the TSA agent goes well it's a lot safer than a plane you're about to get on ,23.71,32.51
NateBargatze1_Audio.json,7,alright like what would plains you've got to get on do you know something about that plane like %HESITATION why would you say that ,36.23,43.03
NateBargatze1_Audio.json,8,have you ever like got on a flight in just looked at everybody are now already on it it just looks like a group that would go down in a plane crash like for some reason ,45.18,52.92
NateBargatze1_Audio.json,9,neither do I can think of senior all four %HESITATION ,56.28,59.62
NateBargatze1_Audio.json,10,I had a pilot tell us right before we take off that he was retiring in this was last flight ,60.91,66.12
NateBargatze1_Audio.json,11,no I just say that when we land dude we're going to be there will be the same people you know like why are you putting this much pressure on this flight his base is like either way this is my last flight style ,68.9,79.87
NateBargatze1_Audio.json,12,I would like to change flights of them afraid I would change into one that goes down ,86.42,90.4
NateBargatze1_Audio.json,13,and ,90.82,91.6
NateBargatze1_Audio.json,14,that would be it so frustrating just to everybody's crying in your think you guys are upset I pay two hundred dollars extra to get on this flight by ,92.08,100.23
NateBargatze1_Audio.json,15,you guys are lucky ,101.27,102.26
NateBargatze1_Audio.json,17,I'm I was going to a small airport like reason and like so they just have like the metal detector ,108.44,114.1
NateBargatze1_Audio.json,18,and %HESITATION so we go through the guy in front of me %HESITATION it beats ,114.54,118.79
NateBargatze1_Audio.json,19,and they asked in the arcade you think %HESITATION they're giving men on you and he was like %HESITATION my keys so you think that would do it ,119.04,126.52
NateBargatze1_Audio.json,20,I was like I think that would be the number one answer on family feud of what what sort of metal detector off ,127.41,132.56
NateBargatze1_Audio.json,21,he's ,133.44,134.13
NateBargatze1_Audio.json,22,with that is about his new year's up but he's like keys do thank you accomplishes tribe about it and see what happens ,134.56,139.83
NateBargatze1_Audio.json,23,may be you know ,140.52,141.94
NateBargatze1_Audio.json,24,it's nice to get you got elected dumb moment like that I'm done so it you know we gelled very well ,146.05,152.79
NateBargatze1_Audio.json,25,%HESITATION Sir talking to him %HESITATION and no certain about the presidential race action he said he was a big fan of Donald Trump and I was like dude so my %HESITATION I love them is great is a perfect president for that someone like me I've never been political in my entire life ,153.63,169.59
NateBargatze1_Audio.json,26,I don't understand politics and understand how the president affects my life ,169.94,173.47
NateBargatze1_Audio.json,27,I ,174.02,174.7
NateBargatze1_Audio.json,28,drove here on the drive home after %HESITATION ,175.34,178.28
NateBargatze1_Audio.json,29,and it just like a guy on TV that that you will be a winner like I would love to be a winner high disguised as ,179.4,184.93
NateBargatze1_Audio.json,30,the best I have ever seen in my life ,185.65,187.52
NateBargatze1_Audio.json,31,you know ,189.7,190.17
NateBargatze1_Audio.json,32,it's a good thing it's like an infomercial like retarded lose in here like your bail winner yeah I would like to win the Cup even though we're going to win over to win a lot ,191.34,200.1
NateBargatze1_Audio.json,33,and that's what I like about him ,200.8,202.25
NateBargatze1_Audio.json,34,he said he's gonna make Mexico build a wall and pay for like other you know you could use that kind of logic comes up like ,204.83,210.83
NateBargatze1_Audio.json,35,I ,211.6,212.05
NateBargatze1_Audio.json,36,I want to censor my yard and I'm gonna make my neighbor build it and pay for it ,212.87,216.66
NateBargatze1_Audio.json,37,I mean ,220.16,220.7
NateBargatze1_Audio.json,38,I would never had the courage have strong to come into my life ,222.61,226.54
NateBargatze1_Audio.json,39,is it a look there's a couple things though that %HESITATION could keep me %HESITATION from voting for him %HESITATION just one being like how do you vote I do not know how to %HESITATION ,228.42,238.0
NateBargatze1_Audio.json,40,I don't know if you just shout trump in the street are if this counts you know %HESITATION I don't know if you go to a building like a bank I I you know ,238.76,247.7
NateBargatze1_Audio.json,41,how big is a bank and I hope it's in like when you get a ride and when those two things that shoot up ,248.72,252.73
NateBargatze1_Audio.json,42,that seems like a fun way to value just shoots up would you like they know exactly who I'm voting for behind ,253.76,259.44
NateBargatze1_Audio.json,43,and ,260.14,260.74
NateBargatze1_Audio.json,44,so that's one %HESITATION the other thing is just win do you vote I don't know if it's RT happened are it's going to happen like I don't you know I remember turning eighteen and I was like aw convo today though it was not today and that was the last time I thought about it so thank you guys so much ,262.61,277.56
NateBargatze1_Audio.json,45,I appreciate ,277.94,278.53
